Name,Made from,Country of origin,Region,Family,Type,Fat content (in dry matter),Fat content,Calcium content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Synonyms,Alternative spellings
Lindy Hop,pasteurized cow's milk,United States,Vermont,Blue,"semi-soft, blue-veined",,,,creamy,natural,straw,"creamy, grassy, mild","rich, strong", no ,Dancing Cow Farm,,
Lingot des Causses,unpasteurized goat's milk,France,"Lachapelle Auzac, Midi-Pyrenees",,"soft, artisan",,,,creamy and firm,natural,white,"salty, tangy","goaty, herbal", no ,MONS CHEESEMONGERS,,
Lingot Saint Bousquet d'Orb,unpasteurized goat's milk,France,Herault,Brie,"soft, artisan",,,,smooth,natural,white,sweet,herbal, no ,,,
Liptauer,pasteurized cow's milk,United States,"Ann Arbor, Michigan",,"fresh soft, artisan",,,,,rindless,brown,"garlicky, savory, spicy, sweet","garlicky, spicy",yes ,Zingerman's Creamery,,
Little Black Bomber,pasteurized cow's milk,"Great Britain, United Kingdom and Wales",Rhyl,Cheddar,hard,,,,creamy and smooth,waxed,cream,"full-flavored, strong",rich,yes ,Snowdonia Cheese Company Limited,,
Little Bloom on the Prairie,pasteurized goat's milk,United States,Illinois,Camembert,"soft, soft-ripened",,,,"creamy, dense, smooth and soft-ripened",mold ripened ,white,"citrusy, creamy, mushroomy, tangy","fresh, lactic", no ,Prairie Fruits Farm,,
Little Colonel,pasteurized cow's milk,"England, Great Britain and United Kingdom",Dorset,,"semi-soft, artisan",,,,smooth and supple,washed,pale yellow,spicy,pungent,yes ,James’s Cheese,,
Little Dragon,pasteurized goat's milk,United States,"Ann Arbor, Michigan",,soft,,,,creamy,,white,"citrusy, creamy, mellow, sweet","fresh, herbal", no ,Zingerman's Creamery,,
Little Napoleon,pasteurized goat's milk,United States,"Ann Arbor, Michigan",,"hard, artisan",,,,firm,mold ripened ,pale yellow,"acidic, savory","goaty, pungent", no ,Zingerman's Creamery,,
Little Qualicum Raclette,unpasteurized cow's milk,Canada,British Columbia,Raclette,"semi-soft, artisan",,,,firm and supple,washed,ivory,"meaty, strong","pungent, stinky",,Little Qualicum Cheeseworks,,
Little Rydings,unpasteurized sheep's milk,England,North Wootton,,"soft, artisan",,48%,,"creamy, smooth and springy",mold ripened ,white,"mild, sweet","rich, sweet",yes ,Wootton Organic Dairy,,
Little Ypsi,pasteurized goat's milk,United States,"Ann Arbor, Michigan",,"semi-soft, artisan",,,,buttery and firm,natural,ivory,buttery,buttery, no ,Zingerman's Creamery,,
Livarot,pasteurized or unpasteurized cow's milk,France,"Normandy, Livarot",,"soft, artisan, brined",,40%,,"creamy, open, smooth and springy",washed,straw,"citrusy, full-flavored, nutty, spicy","pungent, strong", no ,,The Colonel,
Llanboidy,pasteurized cow's milk,Wales,Carmarthenshire,Cheddar,"hard, artisan",,,,firm and smooth,natural,white,"buttery, spicy","grassy, sweet", no ,Llanboidy ,,
Llanglofan Farmhouse,unpasteurized cow's milk,"Great Britain, United Kingdom and Wales",Pembrokeshire,,"hard, artisan",,45%,,"crumbly, firm and smooth",natural,yellow,"citrusy, savory, smokey , spicy","lactic, smokey",yes ,CARMARTHENSHIRE CHEESE COMPANY,,"Llangloffan Garlic & Chive Farmhouse Cheese, Llangloffan Smoked Farmhouse Cheese, Llangloffan Red Farmhouse Cheese, Llangloffan White Farmhouse Cheese"
Lo Sburrato,unpasteurized sheep's milk,Italy,Tuscany,Pecorino,"semi-soft, artisan",,,,compact and creamy,natural,straw,"creamy, smooth, sweet",aromatic,,Caseificio Pinzani Srl ,,
Lo Speziato,pasteurized cow's milk,Italy,"Treviso, Veneto",,"soft, artisan",,,,compact,natural,ivory,"full-flavored, spicy",fresh,,Moro Latteria di Moro Sergio,,
Loch Arthur Farmhouse,cow's milk,Scotland,Dumfries,Cheddar,hard,,48%,,firm,,,nutty,,yes ,Loch Arthur Creamery,,
Loddiswell Avondale,unpasteurized goat's milk,England,Devon,,semi-soft,,,,,washed,orange,sweet,goaty, no ,Jocelyn and Bill Martin ,,
Loma Alta,cow's milk,United States,California,Camembert,"semi-soft, soft-ripened",,,,firm,mold ripened ,white,"buttery, nutty",rich, no ,Nicasio Valley Cheese Company,Blue Mountain,
Longhorn,pasteurized cow's milk,United States,"Colby, Wisconsin",Cheddar,semi-hard,,,,"firm, open and springy",rindless,orange,"mild, sweet",, no ,Williams Cheese Company  ,,"Colby Longhorn, Longhorn Cheddar, Colby Jack Longhorn, Pepper Jack Longhorn, Low Sodium Colby Longhorn"
Lord of the Hundreds,unpasteurized sheep's milk,United Kingdom,East Sussex,,"semi-hard, artisan",,,,"firm, grainy and open",natural,golden yellow,"burnt caramel, nutty, savory, sweet","grassy, sweet",yes ,Traditional Cheese Dairy,,
Lost Lake,pasteurized sheep's milk,Canada,"Prince Edward County, Ontario",,"fresh firm, artisan, soft-ripened",,,,"creamy, semi firm and soft",mold ripened ,white,"creamy, mushroomy","rich, yeasty",,Fifth Town Artisan Cheese,,
Lou Bergier,unpasteurized cow's milk,Italy,Piemonte,,"semi-soft, artisan",,,,"buttery, open and smooth",natural,brown,"citrusy, floral, mushroomy","grassy, milky",yes ,Fattorie Fiandino,,
Lou Palou,cow's milk,France,Pyrénées,,semi-soft,,,,elastic and smooth,,,,pleasant, no ,,,
Lou Pevre,unpasteurized goat's milk,France,Provence,,"soft, processed",,,,smooth,natural,white,acidic,goaty, no ,,,
Lunetta,pasteurized cow's milk,Canada and Italy,Lombardy,,"fresh soft, artisan",,,,creamy,natural,white,"creamy, salty","aromatic, fresh",,Fifth Town Artisan Cheese,,
Lyburn Garlic and Nettle,pasteurized cow's milk,"England, Great Britain and United Kingdom",Landford,,"semi-soft, artisan",,,,"creamy, open and smooth",washed,pale yellow,"garlicky, herbaceous, pronounced, spicy, strong","aromatic, rich, strong",yes ,Lyburn Farm,,
Lyburn Gold,pasteurized cow's milk,"England, Great Britain and United Kingdom",Landford,Gouda,"semi-hard, artisan",,,,"creamy, open and smooth",washed,brownish yellow,nutty,,yes ,Lyburn Farm,,
Lyburn Lightly Oak Smoked,pasteurized cow's milk,"England, Great Britain and United Kingdom",Landford,Gouda,"semi-hard, artisan",,,,smooth,washed,pale yellow,"smokey , smooth, subtle",smokey,yes ,Lyburn Farm,,
Lyburn's Winchester,pasteurized cow's milk,"England, Great Britain and United Kingdom",Landford,Gouda,"hard, artisan",,,,creamy,natural,brownish yellow,"creamy, nutty",,yes ,Lyburn Farm,,
Maasdam,pasteurized cow's milk,Netherlands,All Holland,Gouda,semi-hard,,45%,,"creamy, open and supple",waxed,pale yellow,"buttery, nutty, sweet",fruity, no ,FrieslandCampina,,Maasdammer
Macadamia Nut Cheese,,United States,Brooklyn NY,,"firm, artisan",,,,firm and spreadable,,brown,"creamy, nutty, sweet",nutty,yes ,Dr. Cow Tree Nut Cheese,,Aged Macadamia Cheese
Macconais,pasteurized cow's and goat's milk,France,South Burgundy ,Blue,"soft, artisan, soft-ripened",,45%,,"creamy, firm and smooth",bloomy,cream,"salty, tangy",herbal, no ,,Chevreton de Macon,
Madrona,goat's milk,United States,Oregon,,"semi-soft, artisan",,,,creamy,natural,ivory,mild,"fruity, herbal",,Briar Rose Creamery,,
Maffra Aged Rinded Cheddar,pasteurized cow's milk,Australia,"Gippsland, Victoria",Cheddar,"hard, artisan",,,,"buttery, crumbly and firm",cloth wrapped,straw,"earthy, meaty, sweet",grassy, no ,Maffra Cheese Company Pty Ltd,Maffra Cloth Bound Cheddar,
Maffra Cheshire,pasteurized cow's milk,Australia,"Gippsland, Victoria",,"hard, artisan",,,,crumbly,natural,pale yellow,"mellow, salty, sharp, tart",,yes ,Maffra Cheese Company Pty Ltd,,
Maffra Dargo Walnut,pasteurized cow's milk,Australia,"Gippsland, Victoria",Cheddar,"semi-hard, artisan",,,,"crumbly, dense, firm and flaky",natural,golden yellow,"mild, nutty, sweet","nutty, sweet",,Maffra Cheese Company Pty Ltd,Maffra Dargo Walnut Red Leicester,
Maffra Mature Cheddar,pasteurized cow's milk,Australia,"Gippsland, Victoria",Cheddar,"hard, artisan",,,,"creamy, crumbly, firm and smooth",waxed,yellow,"acidic, salty, smooth",,yes ,Maffra Cheese Company Pty Ltd,"Maffra Red Wax Cheddar, Mature Cheddar Red Wax",
Maffra Peppercorn Cheddar,pasteurized cow's milk,Australia,"Gippsland, Victoria",Cheddar,"semi-hard, artisan",,,,creamy and firm,natural,yellow,"creamy, spicy",spicy,,Maffra Cheese Company Pty Ltd,,
Maffra Red Leicester,pasteurized cow's milk,Australia,"Gippsland, Victoria",,"hard, artisan",,,,"buttery, creamy, dense and smooth",,brownish yellow,"creamy, mellow, smooth",,yes ,Maffra Cheese Company Pty Ltd,,
Maffra Sage Derby,pasteurized cow's milk,Australia,"Gippsland, Victoria",Cheddar,"semi-hard, artisan",,,,firm and smooth,,pale yellow,"creamy, herbaceous, smooth","herbal, sweet",yes ,Maffra Cheese Company Pty Ltd,,
Maffra Wensleydale,pasteurized cow's milk,Australia,"Gippsland, Victoria",,"hard, artisan",,,,crumbly,natural,pale yellow,"creamy, lemony",,,Maffra Cheese Company Pty Ltd,,
Maggie's Round,unpasteurized cow's milk,United States,Massachusetts,Tomme,"semi-hard, artisan",,,,firm and smooth,natural,blue-grey,"buttery, citrusy, nutty, sharp","earthy, fruity, herbal",yes ,Cricket Creek Farm,,
Magna,unpasteurized cow's milk,Sweden,Oviken ,Blue,"firm, artisan, blue-veined",,34%,,,mold ripened ,ivory,"full-flavored, salty, sharp",,,Oviken cheese,,
Mahoe Aged Gouda,cow's milk,New Zealand,Northland ,,soft,,40%,,chewy and firm,,yellow,"buttery, fruity",,yes ,Mahoe Farmhouse Cheese,,
Mahón,cow's milk,Spain,"Menorca, Balearic Islands",,"semi-hard, artisan",,,,crumbly and dense,washed,pale yellow,"buttery, fruity, salty","nutty, sweet", no ,Various,"Artesano Mahon, Artisanal Mahon, Mahon Reserva, Aged Mahon",
Maisie's Kebbuck,unpasteurized cow's milk,"Great Britain, Scotland and United Kingdom",Lanarkshire,,"semi-hard, artisan",,29.8%,,creamy and crumbly,natural,white,,fresh,yes ,Errington Cheese Ltd.,,
Majorero,unpasteurized goat's milk,Spain,Canary Islands,,semi-hard,,,,buttery and creamy,natural,pale white,acidic,"milky, nutty", no ,,"Majorero DOP, Majorero PDO, Queso Fuerteventura, Queso Majorero",
Malvern,unpasteurized sheep's milk,"England, Great Britain and United Kingdom",Severn Valley ,,"semi-hard, artisan",,50%,,creamy and dense,,ivory,"butterscotch, herbaceous, sweet",,yes ,,,
Mamirolle,pasteurized cow's milk,Canada and France,"Plessisville, Quebec",,"semi-soft, artisan",,23%,,chewy and supple,washed,ivory,"buttery, fruity, salty, sweet","earthy, pungent", no ,Eco-Delices Inc.,,
Manchego,unpasteurized sheep's milk,Spain,La Mancha ,,semi-soft,,57%,,firm and supple,waxed,pale yellow,"fruity, nutty, sweet, tangy","grassy, pleasant", no ,"ALIMENTIAS EMC , Quesos la Vasco Navarra S.A.",,"Manchego Curado, Manchego Semi Curado, Manchego Viejo "
Mandolin,pasteurized cow's milk,Australia,South Australia,,"semi-hard, artisan, smear-ripened",,45%,,"crumbly, soft and supple",leaf wrapped,pale yellow,"creamy, grassy, smooth","grassy, herbal",yes ,Woodside Cheese Wrights,,
Mango Rebel,unpasteurized cow's milk,Austria,Sulzberg,,"semi-hard, artisan",,50%,,creamy and firm,natural,pale yellow,"fruity, spicy","fresh, fruity",,Sulzberger Käserebellen Sennerei GmbH,Mangorebell,
Manon,pasteurized goat's milk,Australia,South Australia,,"fresh soft, artisan",,45%,,creamy and smooth,leaf wrapped,white,"creamy, garlicky, spicy, strong","aromatic, garlicky, spicy, strong",yes ,Woodside Cheese Wrights,,
Manouri,pasteurized goat's or sheep's milk,Greece,"Central and Western Macedonia, Thessalia ",Feta,"semi-soft, whey",,36.7%,,creamy,rindless,white,"lemony, mild, milky","fresh, lactic", no ,CHRISTAKIS Greek Cheeses,Manoypi,
Manteca ,pasteurized cow's milk,Italy,Basilicata,,"semi-soft, artisan",,,,"dense, elastic and stringy",natural,pale yellow,buttery,"floral, fruity", no ,Casa Madaio,"Burriello , Burrino, Butirro ",
Manur,cow's or sheep's milk,Serbia,,,"hard, artisan",,40%,,creamy,natural,,salty,, no ,,,
Marble Cheddar,pasteurized cow's milk,England and United Kingdom,,Cheddar,"hard, processed",,32%,,firm and smooth,rindless,golden orange,sharp,, no ,,,
Marbled Cheeses,pasteurized cow's milk,England and United Kingdom,,,"semi-soft, hard, processed",,,,firm and smooth,rindless,golden orange,"mild, smooth, sweet, tangy",, no ,,,marbled cheddar
Marco Polo,pasteurized cow's milk,United States,"Seattle, Washington",Cheddar,"hard, artisan",,,,creamy and crumbly,cloth wrapped,ivory,creamy,"clean, rich",,Beecher's,,
Maredsous,cow's milk,Belgium,,,soft,,,,,,,,, no ,,,
Margotin,unpasteurized cow's and goat's milk,France,Perigord,Mozzarella,"soft, soft-ripened",,,,firm,natural,pale yellow,spicy,herbal, no ,,,
Maribo,pasteurized cow's milk,Denmark,Maribo,Gouda,"semi-hard, artisan",,35-40%,,"creamy, firm and open",waxed,pale yellow,tangy,strong, no ,,,
Marin French Triple Crème,pasteurized cow's milk,United States,"Petaluma, California",Brie,soft,,,,fluffy and smooth,bloomy,,sweet,"rich, sweet",,Marin French Cheese,"Triple Crème Brie with Truffles, Truffle Brie, 3 Triple Crème Brie",
Marisa,pasteurized sheep's milk,United States,Wisconsin,,"semi-soft, artisan",,,,dense and firm,,white,"mellow, sweet",pleasant,yes ,Carr Valley Cheese Company,,
Maroilles,pasteurized or unpasteurized cow's milk,France,Picardy and Nord-Pas-de-Calais ,,"soft, artisan",,29%,,creamy and smooth,washed,ivory,"lemony, mushroomy, nutty, salty, sweet","fermented, pungent, strong", no ,Various,,Marolles
Martha's Heat,cow's milk,Australia,"Mornington Peninsula, Melbourne",Cheddar,"hard, artisan",,,,,,brownish yellow,"smokey , spicy","smokey, spicy",yes ,BoatShed Cheese,,
Mascares,goat's and sheep's milk,France,Provencale,Tomme,"fresh soft, artisan",,,,smooth,leaf wrapped,white,,"earthy, floral", no ,,,
Mascarpone,pasteurized cow's milk,Italy,Lombardy,,"fresh soft, processed",,60-75%,,"buttery, creamy, smooth and spreadable",rindless,white,"buttery, creamy, mild, milky",fresh,yes ,,,
Mascarpone (Australian),pasteurized cow's milk,Australia,,,"fresh soft, processed",,48.5 g/100g,,"buttery, creamy, smooth, soft and spreadable",rindless,ivory,"buttery, creamy, milky, smooth, sweet, tangy","fresh, milky, sweet",yes ,"La Casa Del Formaggio, Paesanella Cheese Manufacturers",,Paesanella Mascarpone
Mascarpone Torta,cow's milk,Italy,,Mozzarella,soft,,70-75%,,creamy,,cream,"smooth, sweet",,yes ,,,
Mastorazio ,unpasteurized sheep's milk,Italy,Campania,,"hard, artisan",,,,compact and dense,natural,pale yellow,"herbaceous, nutty, sharp, spicy","herbal, milky", no ,Casa Madaio,,
Matocq,unpasteurized cow's and sheep's milk,France,,,"semi-hard, processed",,50%,,chewy,,cream,"acidic, nutty",nutty, no ,,,
Mature Wensleydale,pasteurized cow's milk,England and United Kingdom,North Yorkshire,,"hard, artisan",,48%,,crumbly,cloth wrapped,pale yellow,strong,"rich, ripe", no ,Wensleydale Creamery,,Ryp Wensleydale
May Hill Green,pasteurized cow's milk,"England, Great Britain and United Kingdom",Gloucestershire,,"semi-soft, artisan",,,,runny,leaf wrapped,cream,"creamy, milky",strong,yes ,Charles Martell & Son Limited,,Mayhill Green
Maytag Blue,unpasteurized cow's milk,United States,Iowa,Blue,"semi-hard, blue-veined",,,,crumbly and dense,rindless,cream,"lemony, savory, tangy","pungent, strong",,Maytag Dairy Farms,,
McLaren,pasteurized cow's milk,Australia,South Australia,Camembert,"soft, artisan, soft-ripened",,35%,,"chalky, creamy, soft and soft-ripened",bloomy,pale yellow,"creamy, mushroomy, smooth","mushroom, rich, strong",yes ,Woodside Cheese Wrights,,
Medallion,unpasteurized cow's milk,United States,Maine,,"soft, artisan",,,,creamy and smooth,bloomy,pale yellow,"mushroomy, sweet",rich,yes ,Lakin's Gorges Cheese LLC,,
Meira,sheep's milk,Iraq,,,semi-hard,,,,,,,,, no ,,Mira,
Melange,pasteurized cow's and goat's milk,United States,California,Brie,"soft, soft-ripened",,,,firm and soft-ripened,bloomy,cream,"piquant, spicy, sweet, tart",goaty,,Andante Dairy ,,
Melange Brie,pasteurized cow's and goat's milk,United States,California,Brie,"soft, soft-ripened",,,,"creamy, smooth and soft-ripened",bloomy,ivory,"buttery, creamy, mild, piquant, sweet, tangy","earthy, goaty, mushroom",yes ,Marin French Cheeese Co. ,,
Melinda Mae,pasteurized cow's milk,United States,"Lebanon, CT",Brie,"soft, artisan, soft-ripened",,,,"creamy, fluffy, runny, smooth and soft",bloomy,ivory,"buttery, mild, piquant, pungent, savory, subtle, sweet","fruity, musty, yeasty",,The Mystic Cheese Company,,
Melville,pasteurized goat's milk,United States,"Lebanon, CT",,"fresh soft, artisan, soft-ripened",,,,"elastic, oily, soft and supple",,white,"acidic, buttery, mild, sweet, tart",fresh,,The Mystic Cheese Company,,
Menage,"pasteurized cow's, goat's and sheep's milk",United States,Wisconsin,,semi-hard,,,,"creamy, dry and firm",waxed,ivory,"full-flavored, strong",pleasant,yes ,Carr Valley Cheese Company,,
Menallack Farmhouse,cow's milk,England,,,hard,,,,,,,,,yes ,,,
Menonita,pasteurized or unpasteurized cow's milk,Mexico,Northern Mexico,Cheddar,semi-soft,,51-55%,,firm and supple,natural,pale yellow,"buttery, mild, sharp",,,,"Queso Chihuahua , Chihuahua cheese ","Queso menonita , Campresino Menonita "
Meredith Ashed Pyramids,goat's milk,Australia,Victoria,,"fresh soft, artisan",,,,creamy and soft,ash coated,white,"creamy, smooth",fresh,,Meredith Dairy,,
Meredith Blue,pasteurized sheep's milk,Australia,"Ballarat, Victoria",Blue,"soft, semi-soft, artisan, blue-veined",,,,creamy,natural,blue,"mild, mushroomy, sweet","fresh, goaty", no ,Meredith Dairy,,
Meredith Chevre Ash,pasteurized goat's milk,Australia,Victoria,,"fresh soft, artisan",,,,creamy and soft,ash coated,white,"creamy, smooth","clean, fresh",yes ,Meredith Dairy,,
Meredith Chevre Dill,pasteurized goat's milk,Australia,Victoria,,"fresh soft, artisan",,,,creamy and soft,rindless,white,"herbaceous, smooth","aromatic, clean, fresh, herbal",yes ,Meredith Dairy,,
Meredith Chevre Plain,pasteurized goat's milk,Australia,Victoria,,"fresh soft, artisan",,,,creamy and soft,rindless,white,"acidic, smooth","clean, fresh",yes ,Meredith Dairy,,
Meredith Goat Cheese in Extra Virgin Olive Oil,goat's milk,Australia,Victoria,,"fresh soft, artisan",,,,creamy and soft,,white,"garlicky, herbaceous, spicy","fresh, herbal, spicy, strong",,Meredith Dairy,,
Mersey Valley Original Vintage,pasteurized cow's milk,Australia,Tasmania,Cheddar,hard,,,,"creamy, crumbly and spreadable",natural,yellow,"buttery, full-flavored, sharp",strong,,Mersey Valley - National Foods,,Mersey Valley Vintage
Metronome,pasteurized cow's and goat's milk,United States,California,,"semi-soft, soft-ripened",,,,creamy and firm,natural,pale yellow,"buttery, tart","goaty, grassy, rich",,Andante Dairy ,,
Mettowee ,pasteurized goat's milk,United States,Vermont ,,"fresh soft, artisan",,,,creamy and smooth,natural,white,"acidic, creamy, tangy, tart","clean, fresh, subtle",yes ,Consider Bardwell Farm,,
Meyer Vintage Gouda,cow's milk,New Zealand,Hamilton,Gouda,"semi-hard, artisan",,,,crumbly,,,"nutty, sharp, spicy",aromatic, no ,,,
MezzaLuna Fontina,pasteurized cow's milk,United States,Wisconsin ,,semi-hard,,,,creamy,washed,,"earthy, mild, mushroomy, yeasty",rich,,Emmi Roth USA,,
Mezzo Secco,pasteurized cow's milk,United States,"Sonoma, California",Monterey Jack,"semi-hard, artisan",,,,creamy and smooth,natural,ivory,milky,spicy,yes ,Vella Cheese Company,Oro Secco,
Mi-Ewe,cow's and sheep's milk,United States,California,,"semi-hard, artisan",,,,crumbly,natural,pale yellow,"buttery, citrusy, nutty, sharp","caramel, rich",yes ,Weirauch Farm and Creamery,,
Midnight Blue,unpasteurized goat's milk,United States,Colorado,Blue,"semi-soft, blue-veined",,,,dense and dry,natural,pale yellow,"pungent, sharp, spicy",goaty,yes ,Avalanche Cheese Company,,
Midnight Moon,pasteurized goat's milk,Netherlands and United States,California,Gouda,hard,,,,"dense, firm, grainy and smooth",waxed,ivory,"butterscotch, buttery, caramel, nutty, savory, sweet","nutty, sweet",yes ,Cypress Grove Chevre,,
